truth,predicted,count
Court of Criminal Appeals of Oklahoma,Court of Chancery of Delaware,0
Court of Criminal Appeals of Texas,Court of Chancery of Delaware,0
Court of Customs and Patent Appeals,Court of Chancery of Delaware,0
Court of King's Bench,Court of Chancery of Delaware,0
District Court of Appeal of Florida,Court of Chancery of Delaware,0
"District Court, C.D. California",Court of Chancery of Delaware,0
"District Court, D. Alaska",Court of Chancery of Delaware,0
"District Court, D. Arizona",Court of Chancery of Delaware,0
"District Court, D. Massachusetts",Court of Chancery of Delaware,0
"District Court, D. New Hampshire",Court of Chancery of Delaware,0
"District Court, D. New Jersey",Court of Chancery of Delaware,0
"District Court, D. South Carolina",Court of Chancery of Delaware,0
"District Court, District of Columbia",Court of Chancery of Delaware,0
"District Court, E.D. California",Court of Chancery of Delaware,0
"District Court, E.D. New York",Court of Chancery of Delaware,0
"District Court, E.D. Pennsylvania",Court of Chancery of Delaware,0
"District Court, M.D. Florida",Court of Chancery of Delaware,0
"District Court, N.D. California",Court of Chancery of Delaware,0
"District Court, N.D. Illinois",Court of Chancery of Delaware,0
"District Court, N.D. Indiana",Court of Chancery of Delaware,0
"District Court, S.D. Florida",Court of Chancery of Delaware,0
"District Court, S.D. Illinois",Court of Chancery of Delaware,0
"District Court, S.D. New York",Court of Chancery of Delaware,0
"District Court, W.D. Michigan",Court of Chancery of Delaware,0
District of Columbia Court of Appeals,Court of Chancery of Delaware,0
Florida Attorney General Reports,Court of Chancery of Delaware,0
Florida Fifth District Court of Appeal,Court of Chancery of Delaware,0
Florida First District Court of Appeal,Court of Chancery of Delaware,0
Florida Fourth District Court of Appeal,Court of Chancery of Delaware,0
Florida Second District Court of Appeal,Court of Chancery of Delaware,0
Florida Third District Court of Appeal,Court of Chancery of Delaware,0
Hawaii Intermediate Court of Appeals,Court of Chancery of Delaware,0
Hawaii Supreme Court,Court of Chancery of Delaware,0
Idaho Court of Appeals,Court of Chancery of Delaware,0
Idaho Supreme Court,Court of Chancery of Delaware,0
Illinois Supreme Court,Court of Chancery of Delaware,0
Indiana Court of Appeals,Court of Chancery of Delaware,0
Indiana Supreme Court,Court of Chancery of Delaware,0
Louisiana Attorney General Reports,Court of Chancery of Delaware,0
Louisiana Court of Appeal,Court of Chancery of Delaware,0
Massachusetts Appeals Court,Court of Chancery of Delaware,0
Massachusetts Supreme Judicial Court,Court of Chancery of Delaware,0
Michigan Supreme Court,Court of Chancery of Delaware,2
Mississippi Supreme Court,Court of Chancery of Delaware,0
Missouri Attorney General Reports,Court of Chancery of Delaware,0
Missouri Court of Appeals,Court of Chancery of Delaware,0
Montana Supreme Court,Court of Chancery of Delaware,0
Nebraska Attorney General Reports,Court of Chancery of Delaware,0
Nebraska Court of Appeals,Court of Chancery of Delaware,0
Nevada Supreme Court,Court of Chancery of Delaware,0
New Jersey Court of Chancery,Court of Chancery of Delaware,0
New Jersey Superior Court Appellate Division,Court of Chancery of Delaware,0
New Jersey Tax Court,Court of Chancery of Delaware,0
New Mexico Supreme Court,Court of Chancery of Delaware,0
New York Attorney General Reports,Court of Chancery of Delaware,0
New York Court of Appeals,Court of Chancery of Delaware,0
New York Supreme Court,Court of Chancery of Delaware,0
New York Surrogate's Court,Court of Chancery of Delaware,0
North Carolina Industrial Commission,Court of Chancery of Delaware,0
North Dakota Supreme Court,Court of Chancery of Delaware,0
Ohio Court of Appeals,Court of Chancery of Delaware,0
Ohio Supreme Court,Court of Chancery of Delaware,0
Oklahoma Attorney General Reports,Court of Chancery of Delaware,0
Oregon Supreme Court,Court of Chancery of Delaware,0
Oregon Tax Court,Court of Chancery of Delaware,0
South Dakota Supreme Court,Court of Chancery of Delaware,0
Superior Court of Delaware,Court of Chancery of Delaware,0
Superior Court of North Carolina,Court of Chancery of Delaware,0
Superior Court of Pennsylvania,Court of Chancery of Delaware,0
Superior Court of Rhode Island,Court of Chancery of Delaware,0
Supreme Court of Alabama,Court of Chancery of Delaware,0
Supreme Court of Arkansas,Court of Chancery of Delaware,0
Supreme Court of Colorado,Court of Chancery of Delaware,0
Supreme Court of Connecticut,Court of Chancery of Delaware,0
Supreme Court of Delaware,Court of Chancery of Delaware,1
Supreme Court of Florida,Court of Chancery of Delaware,0
Supreme Court of Georgia,Court of Chancery of Delaware,0
Supreme Court of Iowa,Court of Chancery of Delaware,0
Supreme Court of Kansas,Court of Chancery of Delaware,0
Supreme Court of Louisiana,Court of Chancery of Delaware,0
Supreme Court of Minnesota,Court of Chancery of Delaware,0
Supreme Court of Missouri,Court of Chancery of Delaware,0
Supreme Court of New Hampshire,Court of Chancery of Delaware,0
Supreme Court of New Jersey,Court of Chancery of Delaware,0
Supreme Court of North Carolina,Court of Chancery of Delaware,0
Supreme Court of Oklahoma,Court of Chancery of Delaware,0
Supreme Court of Pennsylvania,Court of Chancery of Delaware,0
Supreme Court of Puerto Rico,Court of Chancery of Delaware,0
Supreme Court of Rhode Island,Court of Chancery of Delaware,0
Supreme Court of South Carolina,Court of Chancery of Delaware,0
Supreme Court of the United States,Court of Chancery of Delaware,0
Supreme Court of Vermont,Court of Chancery of Delaware,0
Supreme Court of Virginia,Court of Chancery of Delaware,0
Tennessee Superior Court for Law and Equity,Court of Chancery of Delaware,0
Tennessee Supreme Court,Court of Chancery of Delaware,0
Texas Attorney General Reports,Court of Chancery of Delaware,0
"Texas Court of Appeals, 10th District (Waco)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 11th District (Eastland)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 12th District (Tyler)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 13th District",Court of Chancery of Delaware,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 3rd District (Austin)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 4th District (San Antonio)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 6th District (Texarkana)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 7th District (Amarillo)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 8th District (El Paso)",Court of Chancery of Delaware,0
"Texas Court of Appeals, 9th District (Beaumont)",Court of Chancery of Delaware,0
Texas Supreme Court,Court of Chancery of Delaware,0
U.S. Circuit Court for the District of District of Columbia,Court of Chancery of Delaware,1
U.S. Circuit Court for the District of Massachusetts,Court of Chancery of Delaware,0
United States Board of Tax Appeals,Court of Chancery of Delaware,0
United States Court of International Trade,Court of Chancery of Delaware,0
Utah Supreme Court,Court of Chancery of Delaware,0
Washington Supreme Court,Court of Chancery of Delaware,0
Wisconsin Supreme Court,Court of Chancery of Delaware,0
Alabama Court of Appeals,Court of Civil Appeals of Alabama,0
Alaska Supreme Court,Court of Civil Appeals of Alabama,0
Appellate Court of Illinois,Court of Civil Appeals of Alabama,3
Appellate Division of the Supreme Court of the State of New York,Court of Civil Appeals of Alabama,0
Arizona Supreme Court,Court of Civil Appeals of Alabama,0
Arkansas Attorney General Reports,Court of Civil Appeals of Alabama,0
Board of Veterans' Appeals,Court of Civil Appeals of Alabama,0
California Court of Appeal,Court of Civil Appeals of Alabama,1
California Supreme Court,Court of Civil Appeals of Alabama,0
Colorado Attorney General Reports,Court of Civil Appeals of Alabama,0
Colorado Court of Appeals,Court of Civil Appeals of Alabama,0
Commonwealth Court of Pennsylvania,Court of Civil Appeals of Alabama,2
Connecticut Appellate Court,Court of Civil Appeals of Alabama,0
Connecticut Superior Court,Court of Civil Appeals of Alabama,0
Court for the Trial of Impeachments and Correction of Errors,Court of Civil Appeals of Alabama,0
Court of Appeals for the D.C. Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Eighth Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Eleventh Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Federal Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Fifth Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the First Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Fourth Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Ninth Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Second Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Seventh Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Sixth Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Tenth Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals for the Third Circuit,Court of Civil Appeals of Alabama,0
Court of Appeals of Arkansas,Court of Civil Appeals of Alabama,0
Court of Appeals of Georgia,Court of Civil Appeals of Alabama,0
Court of Appeals of Iowa,Court of Civil Appeals of Alabama,0
Court of Appeals of Kansas,Court of Civil Appeals of Alabama,0
Court of Appeals of Kentucky (pre-1976),Court of Civil Appeals of Alabama,0
Court of Appeals of Maryland,Court of Civil Appeals of Alabama,0
Court of Appeals of Minnesota,Court of Civil Appeals of Alabama,0
Court of Appeals of Mississippi,Court of Civil Appeals of Alabama,0
Court of Appeals of North Carolina,Court of Civil Appeals of Alabama,0
Court of Appeals of Oregon,Court of Civil Appeals of Alabama,0
Court of Appeals of South Carolina,Court of Civil Appeals of Alabama,0
Court of Appeals of Texas,Court of Civil Appeals of Alabama,0
Court of Appeals of Washington,Court of Civil Appeals of Alabama,0
Court of Appeals of Wisconsin,Court of Civil Appeals of Alabama,1
Court of Chancery of Delaware,Court of Civil Appeals of Alabama,0
Court of Civil Appeals of Alabama,Court of Civil Appeals of Alabama,444
Court of Claims of Illinois,Court of Civil Appeals of Alabama,0
Court of Criminal Appeals of Alabama,Court of Civil Appeals of Alabama,0
Court of Criminal Appeals of Oklahoma,Court of Civil Appeals of Alabama,0
Court of Criminal Appeals of Texas,Court of Civil Appeals of Alabama,0
Court of Customs and Patent Appeals,Court of Civil Appeals of Alabama,0
Court of King's Bench,Court of Civil Appeals of Alabama,0
District Court of Appeal of Florida,Court of Civil Appeals of Alabama,0
"District Court, C.D. California",Court of Civil Appeals of Alabama,0
"District Court, D. Alaska",Court of Civil Appeals of Alabama,0
"District Court, D. Arizona",Court of Civil Appeals of Alabama,0
"District Court, D. Massachusetts",Court of Civil Appeals of Alabama,0
"District Court, D. New Hampshire",Court of Civil Appeals of Alabama,0
"District Court, D. New Jersey",Court of Civil Appeals of Alabama,0
"District Court, D. South Carolina",Court of Civil Appeals of Alabama,0
"District Court, District of Columbia",Court of Civil Appeals of Alabama,0
"District Court, E.D. California",Court of Civil Appeals of Alabama,0
"District Court, E.D. New York",Court of Civil Appeals of Alabama,0
"District Court, E.D. Pennsylvania",Court of Civil Appeals of Alabama,0
"District Court, M.D. Florida",Court of Civil Appeals of Alabama,0
"District Court, N.D. California",Court of Civil Appeals of Alabama,0
"District Court, N.D. Illinois",Court of Civil Appeals of Alabama,0
"District Court, N.D. Indiana",Court of Civil Appeals of Alabama,0
"District Court, S.D. Florida",Court of Civil Appeals of Alabama,0
"District Court, S.D. Illinois",Court of Civil Appeals of Alabama,0
"District Court, S.D. New York",Court of Civil Appeals of Alabama,0
"District Court, W.D. Michigan",Court of Civil Appeals of Alabama,0
District of Columbia Court of Appeals,Court of Civil Appeals of Alabama,4
Florida Attorney General Reports,Court of Civil Appeals of Alabama,0
Florida Fifth District Court of Appeal,Court of Civil Appeals of Alabama,0
Florida First District Court of Appeal,Court of Civil Appeals of Alabama,0
Florida Fourth District Court of Appeal,Court of Civil Appeals of Alabama,0
Florida Second District Court of Appeal,Court of Civil Appeals of Alabama,0
Florida Third District Court of Appeal,Court of Civil Appeals of Alabama,0
Hawaii Intermediate Court of Appeals,Court of Civil Appeals of Alabama,0
Hawaii Supreme Court,Court of Civil Appeals of Alabama,0
Idaho Court of Appeals,Court of Civil Appeals of Alabama,0
Idaho Supreme Court,Court of Civil Appeals of Alabama,0
Illinois Supreme Court,Court of Civil Appeals of Alabama,0
Indiana Court of Appeals,Court of Civil Appeals of Alabama,0
Indiana Supreme Court,Court of Civil Appeals of Alabama,0
Louisiana Attorney General Reports,Court of Civil Appeals of Alabama,0
Louisiana Court of Appeal,Court of Civil Appeals of Alabama,0
Massachusetts Appeals Court,Court of Civil Appeals of Alabama,0
Massachusetts Supreme Judicial Court,Court of Civil Appeals of Alabama,0
Michigan Supreme Court,Court of Civil Appeals of Alabama,0
Mississippi Supreme Court,Court of Civil Appeals of Alabama,0
Missouri Attorney General Reports,Court of Civil Appeals of Alabama,0
Missouri Court of Appeals,Court of Civil Appeals of Alabama,0
Montana Supreme Court,Court of Civil Appeals of Alabama,0
Nebraska Attorney General Reports,Court of Civil Appeals of Alabama,0
Nebraska Court of Appeals,Court of Civil Appeals of Alabama,0
Nevada Supreme Court,Court of Civil Appeals of Alabama,0
New Jersey Court of Chancery,Court of Civil Appeals of Alabama,0
New Jersey Superior Court Appellate Division,Court of Civil Appeals of Alabama,0
New Jersey Tax Court,Court of Civil Appeals of Alabama,0
New Mexico Supreme Court,Court of Civil Appeals of Alabama,0
New York Attorney General Reports,Court of Civil Appeals of Alabama,0
New York Court of Appeals,Court of Civil Appeals of Alabama,0
New York Supreme Court,Court of Civil Appeals of Alabama,0
New York Surrogate's Court,Court of Civil Appeals of Alabama,0
